,title,id,all
2812,The Golden Child,10136,michaelritchie eddiemurphy charlesdance charlottelewis victorwong peterkwong action adventure comedy monk socialworker wretch tibet demon evil missingperson mysticism reluctanthero
2813,Think Like a Man,67660,timstory michaelealy jerryferrara meagangood reginahall kevinhart comedy romance advice love relationship ensemblecast duringcreditsstinger turningthetables readingabook africanamericancomedy
2814,Barbershop,10611,timstory icecube anthonyanderson cedrictheentertainer seanpatrickthomas eve comedy drama hairdresser shop neighbor debt meeting hoodlum
2815,Star Trek II: The Wrath of Khan,154,nicholasmeyer williamshatner leonardnimoy deforestkelley jamesdoohan georgetakei action adventure sciencefiction thriller ussenterprise genesis asteroid selfsacrifice midlifecrisis terraforming simulator cadet radiation ussreliant cetialphav genetics spaceopera
2816,Ace Ventura: Pet Detective,3049,tomshadyac jimcarrey seanyoung courteneycox toneloc danmarino comedy mystery dolphin mascot privatedetective pets
2817,WarGames,860,johnbadham matthewbroderick dabneycoleman allysheedy johnwood barrycorbin thriller sciencefiction videogame artificialintelligence fbi coldwar hacker prosecution norad government computer nuclearthreat
2818,Witness,9281,"peterweir harrisonford kellymcgillis josefsommer lukashaas janrubes crime drama romance thriller corruption detective policebrutality amish suspense barnraising lancaster,pa"
2819,Act of Valor,75674,mikemccoy roselynsánchez emiliorivera nestorserrano gonzalomenendez alexanderasefa action thriller war submarine navy scubadiving heroism navyseal pistol secretplot militarylife valor terroristplot navylife nationalsecurity pregnantwife silverstar counterplot duringcreditsstinger
2820,Step Up,9762,annefletcher channingtatum jennadewan damaineradcliff de'shawnwashington mario music drama romance crime dancing newlove dance baltimore artschool womandirector
2821,Beavis and Butt-Head Do America,3179,mikejudge mikejudge brucewillis demimoore robertstack richardlinklater animation comedy washingtond.c. casino hotel sun television sperm basedontvseries lasvegas swatteam adultanimation roadmovie
2822,Jackie Brown,184,quentintarantino pamgrier samuell.jackson robertforster bridgetfonda michaelkeaton comedy crime romance airport underworld armsdeal weapon police drug
2823,Harold & Kumar Escape from Guantanamo Bay,13335,jonhurwitz johncho kalpenn neilpatrickharris robcorddry jackconley comedy adventure terrorist aftercreditsstinger duringcreditsstinger
2824,Chronicle,76726,joshtrank danedehaan alexrussell michaelb.jordan michaelkelly annawood sciencefiction drama thriller seattle telekinesis friendship loneliness outcast comingofage student teenager superpower foundfootage aftercreditsstinger abuse bittersweet
2825,Yentl,10269,barbrastreisand barbrastreisand mandypatinkin amyirving nehemiahpersoff stevenhill music drama romance studies music disguise unhappiness boys'school womandirector
2826,Time Bandits,36819,terrygilliam seanconnery johncleese shelleyduvall michaelpalin ianholm family fantasy sciencefiction adventure comedy treasure map magic timetravel titanic cage steampunk minotaur independentfilm goodvsevil tank burglary
2827,Crossroads,17130,tamradavis britneyspears zoesaldana tarynmanning ansonmount danaykroyd action adventure comedy drama family music romance dancing women sex karaoke dream popsinger virgin motel graduation kiss friendship highschool roadtrip unfaithfulboyfriend hospital singing teenager girl rebelliousdaughter ontheroad fatherdaughterrelationship chickflick popmusic audition teenagepregnancy motherdaughterestrangement impliedrape womandirector journey songwriting
2828,Project X,57214,nimanourizadeh olivercooper jonathandanielbrown thomasmann daxflame kirbyblissblanton comedy crime vandalism highschool swimmingpool party teenmovie teenager dog highschoolstudent fakedocumentary sexdoll lime underwaterphotography bouncycastle flashgrenade
2829,Patton,11202,franklinj.schaffner georgec.scott karlmalden stephenyoung michaelstrong careyloftin drama history war general worldwarii normandy biography historicalfigure d-day deadsoldier tank steelhelmet destiny allies
2830,One Hour Photo,9357,markromanek robinwilliams connienielsen michaelvartan erindaniels eriqlasalle horror thriller sexualabuse hotelroom cheating supermarket penalty nudity knife birthdayparty photography stalker photolab suspense sittingonatoilet imagination voyeurism unfaithfulhusband
2831,Quarantine,13812,johnerickdowdle jennifercarpenter steveharris jayhernandez johnathonschaech columbusshort horror sciencefiction thriller quarantine remake tvreporter foundfootage virus
2832,The Eye,9030,davidmoreau jessicaalba alessandronivola parkerposey radeserbedzija fernandaromero drama horror thriller sistersisterrelationship blindnessandimpairedvision eyeoperation eyesight dyinganddeath eye classicalmusic sister eyespecialist remake
2833,Johnson Family Vacation,19084,christophererskin cedrictheentertainer vanessawilliams steveharvey shariheadley shadmoss comedy family 
2834,How High,8386,jessedylan methodman redman obbababatundé mikeepps annamariahorsford comedy carpet pimp harvarduniversity joint cannabis teenmovie university persononfire cultfilm dove dean weed+ marijuanajoint smoke drugdeal canon pothead smokering pillbottle doves babypowder graverobbing corpseincoffin pillbox pot
2835,The Muppet Christmas Carol,10437,brianhenson michaelcaine donausten meredithbraun donausten edsanders comedy family fantasy drama holiday future musical past scrooge christmascarol charlesdickens christmas
2836,Frida,1360,julietaymor salmahayek alfredmolina míamaestro patriciareyesspíndola diegoluna drama romance painter loveofone'slife disabled womandirector
2837,Katy Perry: Part of Me,101267,dancutforth katyperry russellbrand shannonwoodward rachaelmarkarian miamoretti documentary music womandirector
2838,The Fault in Our Stars,222935,joshboone shailenewoodley anselelgort natwolff lauradern samtrammell romance drama amsterdam basedonnovel supportgroup cancer teenager starcrossedlovers teendrama oxygentank basedonyoungadultnovel
2839,Rounders,10220,johndahl mattdamon johnturturro gretchenmol goranvisnjic edwardnorton drama crime gambling law compulsivegambling roulette gain
2840,Top Five,284296,chrisrock chrisrock rosariodawson j.b.smoove gabrielleunion romanymalco drama comedy comedian interview reporter moviestar fiancéfiancéerelationship
2841,Prophecy,31915,johnfrankenheimer taliashire robertfoxworth armandassante richarddysart victoriaracimo horror sciencefiction monster mutant toxic nativeamerican environmental animalhorror
2842,Stir of Echoes,11601,davidkoepp kevinbacon kathrynerbe illeanadouglas kevindunn conoro'farrell horror mystery thriller secret obsession paranoia grave hauntedhouse hypnosis tools clairvoyance murder suspense disappearance psychic cemetary ghost neighborhood repressedmemory hearingvoices
2843,Philomena,205220,stephenfrears judidench stevecoogan sophiekennedyclark marewinningham barbarajefford drama mother washingtond.c. journalist adoption forgiveness son faith search church ireland basedontrueevents nuns
2844,The Upside of Anger,11354,mikebinder joanallen kevincostner erikachristensen kerirussell aliciawitt comedy drama sex lie college funeral friendship grief neighbor marijuana anger alcoholic drunk flashback dysfunctional
2845,The Boys from Brazil,16241,franklinj.schaffner gregorypeck laurenceolivier jamesmason lillipalmer utahagen horror drama thriller sciencefiction paraguay mengele nazihunter thirdreich
2846,Aquamarine,14191,elizabethallenrosenbaum emmaroberts joanna'jojo'levesque sarapaxton jakemcdorman ariellekebbel fantasy romance family comedy femalefriendship mermaid teenager womandirector
2847,Paper Towns,286565,jakeschreier natwolff caradelevingne justicesmith austinabrams halstonsage drama mystery romance friendship highschool teenager classmate basedonyoungadultnovel
2848,My Baby's Daddy,26710,cheryldunye eddiegriffin anthonyanderson michaelimperioli methodman paulajaiparker comedy birth expectantmother fatherhood babyborn womandirector
2849,Nebraska,129670,alexanderpayne brucedern willforte bobodenkirk junesquibb stacykeach drama adventure montana smalltown dementia aging roadtrip fword pickuptruck lincolnnebraska nebraska sweepstakes confrontingthepast
2850,Tales from the Crypt: Demon Knight,9059,ernestr.dickerson billyzane williamsadler jadapinkettsmith brendabakke cchpounder horror comedy thriller prostitute key jesuschrist chosenone god goodvsevil blood demon cryptkeeper
2851,Max Keeble's Big Move,34549,timhill alexd.linz zenagrey noradunn larrymiller joshpeck comedy family fantasy sciencefiction 
2852,Young Adult,57157,jasonreitman charlizetheron pattonoswalt patrickwilson elizabethreaser collettewolfe comedy drama jealousy darkcomedy writer divorce alcoholic arresteddevelopment
2853,Crank,1948,briantaylor jasonstatham amysmart josepablocantillo efrenramirez dwightyoakam action thriller crime poison helicopter assassin nudity hitman adrenalin fistfight swimmingpool revenge shootout motorcycle drug cellphone carchase thoughguy pharmacy defibrillation hospitalgown emergencyroom aftercreditsstinger sweatshop run epinephrine
2855,Living Out Loud,46889,richardlagravenese hollyhunter dannydevito queenlatifah martindonovan rachaelleighcook comedy drama romance femaleprotagonist relationship divorce brooklynbridge
2856,Just Wright,38093,sanaahamri queenlatifah common paulapatton jamespickensjr. phyliciarashād comedy drama romance womandirector
2857,Rachel Getting Married,14976,jonathandemme annehathaway rosemariedewitt sebastianstan roslynruff billirwin drama sister independentfilm maidofhonor
2858,The Postman Always Rings Twice,11027,bobrafelson jacknicholson jessicalange johncolicos michaellerner anjelicahuston romance crime drama sex adultery confession basedonnovel obsession nudity remake murder suspense conspiracy neo-noir
2859,Girl with a Pearl Earring,3635,peterwebber scarlettjohansson colinfirth cillianmurphy tomwilkinson judyparfitt drama romance painter biography painting maid
2860,Das Boot,387,wolfgangpetersen jürgenprochnow herbertgrönemeyer klauswennemann hubertusbengsch martinsemmelrogge action drama history war adventure terror submarine basedonnovel atlanticocean gibraltar worldwarii duty warcorrespondent torpedo drinking sailor convoy uboat destroyer depthcharge comrade germansubmarine navalbattle periscope suicidalmission
2861,Sorority Boys,6020,wallacewolodarsky barrywatson michaelrosenbaum harlandwilliams melissasagemiller tonydenman comedy sorority crossdressing university tshirt sororitygirl drag yearbook roofie sororityhouse
2862,About Time,122906,richardcurtis domhnallgleeson rachelmcadams billnighy lydiawilson lindsayduncan comedy drama sciencefiction londonengland fathersonrelationship timetravel
2863,House of Flying Daggers,9550,zhangyimou takeshikaneshiro andylau zhangziyi songdandan zhaohongfei adventure drama action romance martialarts swordplay government rebellion dagger
2864,Arbitrage,60599,nicholasjarecki richardgere susansarandon timroth britmarling monicaraymund drama thriller cover-up hedgefund
2865,Project Almanac,227719,deanisraelite jonnyweston virginiagardner sofiablack-d'elia samlerner allenevangelista sciencefiction thriller timetravel timemachine teenager foundfootage
2866,Cadillac Records,14299,darnellmartin adrienbrody jeffreywright beyoncéknowles gabrielleunion columbusshort drama history music womandirector
2867,Screwed,19419,scottalexander normmacdonald davechappelle dannydevito elainestritch danielbenzali action comedy 
2868,Fortress,12088,stuartgordon christopherlambert kurtwoodsmith lorynlocklin cliftoncollinsjr jeffreycombs action thriller sciencefiction prison cyborg marriedcouple future dystopia escape populationcontrol
2869,For Your Consideration,14799,christopherguest catherineo'hara harryshearer parkerposey christophermoynihan johnmichaelhiggins comedy drama 
2870,Celebrity,9466,woodyallen kennethbranagh judydavis joemantegna leonardodicaprio charlizetheron drama comedy exzentrik independentfilm reporter ex-wife spectacle
2871,Running with Scissors,7510,ryanmurphy annettebening briancox josephcross josephfiennes evanrachelwood drama comedy gay sistersisterrelationship wifehusbandrelationship 1970s becominganadult adoption therapist marriagecrisis
2872,From Justin to Kelly,31246,robertiscove kellyclarkson justinguarini brandonhenschel gregsiff briandietzen comedy romance musical
2873,Girl 6,61752,spikelee theresarandle isaiahwashington spikelee jeniferlewis debimazar comedy independentfilm neighbor masturbation phonesex actress
